'7T08BV08', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'AK4Y9CBH', '0', '2', 'http://www.wikidata.org/prop/direct/P156'
'AK4Y9CBH', '0', '3', 'http://www.wikidata.org/prop/P1868'
'AK4Y9CBH', '0', '4', 'http://www.wikidata.org/prop/direct/P155'
'AK4Y9CBH', '0', '5', 'http://www.wikidata.org/prop/P5044'
'AK4Y9CBH', '0', '6', 'http://www.wikidata.org/prop/direct/P31'
'HQ39RSX5', '0', '1', 'http://www.wikidata.org/prop/P585'
'HQ39RSX5', '0', '2', 'http://www.wikidata.org/prop/direct/P156'
'HQ39RSX5', '0', '3', 'http://www.wikidata.org/prop/P1868'
'HQ39RSX5', '0', '4', 'http://www.wikidata.org/prop/direct/P155'
'HQ39RSX5', '0', '5', 'http://www.wikidata.org/prop/P5044'
'HQ39RSX5', '0', '6', 'http://www.wikidata.org/prop/direct/P31'
'E1P3MHT0', '0', '1', 'http://www.wikidata.org/prop/P1867'
'E1P3MHT0', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'E1P3MHT0', '0', '3', 'http://www.wikidata.org/prop/direct/P541'
'E1P3MHT0', '0', '4', 'http://www.wikidata.org/prop/direct/P361'
'E1P3MHT0', '0', '5', 'http://www.wikidata.org/prop/direct/P726', 10, 'http://www.wikidata.org/prop/direct/P726', 10, 'http://www.wikidata.org/prop/direct/P991', 10
'E1P3MHT0', '0', '6', 'http://www.wikidata.org/prop/direct/P726', 10, 'http://www.wikidata.org/prop/direct/P726', 10, 'http://www.wikidata.org/prop/direct/P991', 10
'KKL37NKU', '0', '1', 'http://www.wikidata.org/prop/P1867'
'KKL37NKU', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'KKL37NKU', '0', '3', 'http://www.wikidata.org/prop/direct/P541'
'KKL37NKU', '0', '4', 'http://www.wikidata.org/prop/direct/P361'
'KKL37NKU', '0', '5', 'http://www.wikidata.org/prop/direct/P726', 9, 'http://www.wikidata.org/prop/direct/P726', 9, 'http://www.wikidata.org/prop/direct/P991', 5
'KKL37NKU', '0', '6', 'http://www.wikidata.org/prop/direct/P726', 9, 'http://www.wikidata.org/prop/direct/P726', 9, 'http://www.wikidata.org/prop/direct/P991', 9
'TA6DJT5K', '0', '1', 'http://www.wikidata.org/prop/P1867'
'TA6DJT5K', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'TA6DJT5K', '0', '3', 'http://www.wikidata.org/prop/direct/P541'
'TA6DJT5K', '0', '4', 'http://www.wikidata.org/prop/direct/P361'
'TA6DJT5K', '0', '5', 'http://www.wikidata.org/prop/direct/P726'
'TA6DJT5K', '0', '6', 'http://www.wikidata.org/prop/direct/P991', 7, 'http://www.wikidata.org/prop/direct/P726', 6, 'http://www.wikidata.org/prop/direct/P991', 7
'13134CG1', '0', '1', 'http://www.wikidata.org/prop/P1867'
'13134CG1', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'13134CG1', '0', '3', 'http://www.wikidata.org/prop/direct/P541'
'13134CG1', '0', '4', 'http://www.wikidata.org/prop/direct/P361'
'13134CG1', '0', '5', 'http://www.wikidata.org/prop/direct/P726', 3, 'http://www.wikidata.org/prop/direct/P726', 3, 'http://www.wikidata.org/prop/direct/P991', 3
'13134CG1', '0', '6', 'http://www.wikidata.org/prop/direct/P726', 3, 'http://www.wikidata.org/prop/direct/P726', 3, 'http://www.wikidata.org/prop/direct/P991', 3
'U8CNDGGV', '0', '1', 'http://www.wikidata.org/prop/direct/P1435'
'U8CNDGGV', '0', '2', 'http://www.wikidata.org/prop/P6375'
'U8CNDGGV', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'ZHA1AA7K', '0', '1', 'http://www.wikidata.org/prop/direct/P1435'
'ZHA1AA7K', '0', '2', 'http://www.wikidata.org/prop/P6375'
'ZHA1AA7K', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'P87D2NSI', '0', '1', 'http://www.wikidata.org/prop/direct/P1435'
'P87D2NSI', '0', '2', 'http://www.wikidata.org/prop/P6375'
'P87D2NSI', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'40G05PCC', '0', '1', 'http://www.wikidata.org/prop/direct/P1435'
'40G05PCC', '0', '2', 'http://www.wikidata.org/prop/P6375'
'40G05PCC', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'HN9UQQH8', '0', '1', 'http://www.wikidata.org/prop/direct/P361'
'HN9UQQH8', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'HN9UQQH8', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'974BTS2A', '0', '1', 'http://www.wikidata.org/prop/direct/P361'
'974BTS2A', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'974BTS2A', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'NE3Z89V3', '0', '1', 'http://www.wikidata.org/prop/direct/P361'
'NE3Z89V3', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'NE3Z89V3', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'UVRIMSP7', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'UVRIMSP7', '0', '2', 'http://www.wikidata.org/prop/direct/P921'
'UVRIMSP7', '0', '3', 'http://www.wikidata.org/prop/direct/P98'
'I1ETW0II', '0', '1', 'http://www.wikidata.org/prop/P1476', 6, 'http://www.wikidata.org/prop/direct/P747', 4, 'http://www.wikidata.org/prop/direct/P629', 4, 'http://www.wikidata.org/prop/P1476', 6
'I1ETW0II', '0', '2', 'http://www.wikidata.org/prop/direct/P50'
'I1ETW0II', '0', '3', 'http://www.wikidata.org/prop/P577', 4, 'http://www.wikidata.org/prop/P577', 4, 'http://www.wikidata.org/prop/direct/P629', 2, 'http://www.wikidata.org/prop/direct/P747', 1
'I1ETW0II', '0', '4', 'http://www.wikidata.org/prop/direct/P407'
'HCLI7MI3', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'HCLI7MI3', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'HCLI7MI3', '0', '3', 'http://www.wikidata.org/prop/P2044', 8, 'http://www.wikidata.org/prop/direct/P17', 1, 'http://www.wikidata.org/prop/direct/P131', 2, 'http://www.wikidata.org/prop/P2044', 8
'AD1A7AS4', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'AD1A7AS4', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'AD1A7AS4', '0', '3', 'http://www.wikidata.org/prop/P2044'
'ICHUGH75', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'ICHUGH75', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'ICHUGH75', '0', '3', 'http://www.wikidata.org/prop/P2044'
'QCDCLHBP', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'QCDCLHBP', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'QCDCLHBP', '0', '3', 'http://www.wikidata.org/prop/P2044'
'YKCUF23W', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'YKCUF23W', '0', '2', 'http://www.wikidata.org/prop/direct/P31'
'YKCUF23W', '0', '3', 'http://www.wikidata.org/prop/P2044'
'WQ24Q4N1', '0', '1', 'http://www.wikidata.org/prop/P6375'
'WQ24Q4N1', '0', '2', 'http://www.wikidata.org/prop/direct/P1435'
'WQ24Q4N1', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'WQ24Q4N1', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'WQ24Q4N1', '0', '5', 'http://www.wikidata.org/prop/direct/P17'
'5396K7EV', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'5396K7EV', '0', '2', 'http://www.wikidata.org/prop/direct/P149'
'5396K7EV', '0', '3', 'http://www.wikidata.org/prop/direct/P127', 5, 'http://www.wikidata.org/prop/direct/P127', 5, 'http://www.wikidata.org/prop/direct/P361', 2, 'http://www.wikidata.org/prop/direct/P466', 3
'RKJC07XS', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'RKJC07XS', '0', '2', 'http://www.wikidata.org/prop/direct/P149'
'RKJC07XS', '0', '3', 'http://www.wikidata.org/prop/direct/P127'
'K5VB3LHC', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'K5VB3LHC', '0', '2', 'http://www.wikidata.org/prop/direct/P149'
'K5VB3LHC', '0', '3', 'http://www.wikidata.org/prop/direct/P127', 4, 'http://www.wikidata.org/prop/direct/P127', 4, 'http://www.wikidata.org/prop/direct/P361', 1, 'http://www.wikidata.org/prop/direct/P466', 1
'57CK2LFE', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'57CK2LFE', '0', '2', 'http://www.wikidata.org/prop/direct/P149'
'57CK2LFE', '0', '3', 'http://www.wikidata.org/prop/direct/P127', 3, 'http://www.wikidata.org/prop/direct/P127', 3, 'http://www.wikidata.org/prop/direct/P361', 1, 'http://www.wikidata.org/prop/direct/P466', 2
'B9IBHBCH', '0', '1', 'http://www.wikidata.org/prop/P6375', 3, 'http://www.wikidata.org/prop/P6375', 3, 'http://www.wikidata.org/prop/direct/P1366', 1
'B9IBHBCH', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'B9IBHBCH', '0', '3', 'http://www.wikidata.org/prop/P1705', 3, 'http://www.wikidata.org/prop/P1705', 3, 'http://www.wikidata.org/prop/direct/P1366', 2, 'http://www.wikidata.org/prop/direct/P1365', 1
'P4DJN8GR', '0', '1', 'http://www.wikidata.org/prop/direct/P131', 3, 'http://www.wikidata.org/prop/direct/P131', 3, 'http://www.wikidata.org/prop/direct/P276', 2
'P4DJN8GR', '0', '2', 'http://www.wikidata.org/prop/direct/P669'
'P4DJN8GR', '0', '3', 'http://www.wikidata.org/prop/P571'
'P4DJN8GR', '0', '4', 'http://www.wikidata.org/prop/direct/P361'
'FDUPS4PY', '0', '1', 'http://www.wikidata.org/prop/direct/P1343'
'FDUPS4PY', '0', '2', 'http://www.wikidata.org/prop/direct/P131', 3, 'http://www.wikidata.org/prop/direct/P7959', 1, 'http://www.wikidata.org/prop/direct/P131', 3
'FDUPS4PY', '0', '3', 'http://www.wikidata.org/prop/direct/P1456'
'FDUPS4PY', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'0UCJ9I6G', '0', '1', 'http://www.wikidata.org/prop/direct/P1343'
'0UCJ9I6G', '0', '2', 'http://www.wikidata.org/prop/direct/P131', 4, 'http://www.wikidata.org/prop/direct/P7959', 1, 'http://www.wikidata.org/prop/direct/P131', 4
'0UCJ9I6G', '0', '3', 'http://www.wikidata.org/prop/direct/P1456'
'0UCJ9I6G', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'U0R66OUD', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'U0R66OUD', '0', '2', 'http://www.wikidata.org/prop/P1082', 3, 'http://www.wikidata.org/prop/direct/P138', 2, 'http://www.wikidata.org/prop/direct/P1383', 2, 'http://www.wikidata.org/prop/P1082', 3
'U0R66OUD', '0', '3', 'http://www.wikidata.org/prop/direct/P421'
'U0R66OUD', '0', '4', 'http://www.wikidata.org/prop/direct/P190'
'DATSLCYC', '0', '1', 'http://www.wikidata.org/prop/direct/P138'
'DATSLCYC', '0', '2', 'http://www.wikidata.org/prop/direct/P47'
'DATSLCYC', '0', '3', 'http://www.wikidata.org/prop/direct/P47', 15, 'http://www.wikidata.org/prop/direct/P47', 15, 'http://www.wikidata.org/prop/P571', 12
'DATSLCYC', '0', '4', 'http://www.wikidata.org/prop/direct/P17'
'PP1M9I7R', '0', '1', 'http://www.wikidata.org/prop/direct/P138'
'PP1M9I7R', '0', '2', 'http://www.wikidata.org/prop/direct/P47'
'PP1M9I7R', '0', '3', 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/direct/P47', 2, 'http://www.wikidata.org/prop/P571', 3
'PP1M9I7R', '0', '4', 'http://www.wikidata.org/prop/direct/P17'
'G3P8ZDOX', '0', '1', 'http://www.wikidata.org/prop/direct/P138'
'G3P8ZDOX', '0', '2', 'http://www.wikidata.org/prop/direct/P47'
'G3P8ZDOX', '0', '3', 'http://www.wikidata.org/prop/direct/P47', 6, 'http://www.wikidata.org/prop/direct/P47', 6, 'http://www.wikidata.org/prop/P571', 5
'G3P8ZDOX', '0', '4', 'http://www.wikidata.org/prop/direct/P17'
'WJ66C3J4', '0', '1', 'http://www.wikidata.org/prop/direct/P138'
'WJ66C3J4', '0', '2', 'http://www.wikidata.org/prop/direct/P47'
'WJ66C3J4', '0', '3', 'http://www.wikidata.org/prop/P571', 3, 'http://www.wikidata.org/prop/direct/P47', 1, 'http://www.wikidata.org/prop/P571', 3
'WJ66C3J4', '0', '4', 'http://www.wikidata.org/prop/direct/P17'
'6SWD0MU5', '0', '1', 'http://www.wikidata.org/prop/direct/P138'
'6SWD0MU5', '0', '2', 'http://www.wikidata.org/prop/direct/P47'
'6SWD0MU5', '0', '3', 'http://www.wikidata.org/prop/P571', 6, 'http://www.wikidata.org/prop/direct/P47', 2, 'http://www.wikidata.org/prop/P571', 6
'6SWD0MU5', '0', '4', 'http://www.wikidata.org/prop/direct/P17'
'OC6UDPHH', '0', '1', 'http://www.wikidata.org/prop/direct/P131'
'OC6UDPHH', '0', '2', 'http://www.wikidata.org/prop/P2049', 11, 'http://www.wikidata.org/prop/P2043', 2, 'http://www.wikidata.org/prop/direct/P17', 4, 'http://www.wikidata.org/prop/P2049', 11
'OC6UDPHH', '0', '3', 'http://www.wikidata.org/prop/direct/P276'
'1OE34XKJ', '0', '1', 'http://www.wikidata.org/prop/direct/P131'
'1OE34XKJ', '0', '2', 'http://www.wikidata.org/prop/P2049'
'1OE34XKJ', '0', '3', 'http://www.wikidata.org/prop/direct/P276'
'1V6PKSO5', '0', '1', 'http://www.wikidata.org/prop/direct/P131'
'1V6PKSO5', '0', '2', 'http://www.wikidata.org/prop/direct/P17', 112, 'http://www.wikidata.org/prop/P2049', 1, 'http://www.wikidata.org/prop/direct/P17', 112
'1V6PKSO5', '0', '3', 'http://www.wikidata.org/prop/direct/P276'
'X54KUR7X', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'X54KUR7X', '0', '2', 'http://www.wikidata.org/prop/direct/P1001'
'X54KUR7X', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'X54KUR7X', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'KHNJA7J2', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'KHNJA7J2', '0', '2', 'http://www.wikidata.org/prop/direct/P1001'
'KHNJA7J2', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'KHNJA7J2', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'IXFF2LGU', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'IXFF2LGU', '0', '2', 'http://www.wikidata.org/prop/direct/P1001'
'IXFF2LGU', '0', '3', 'http://www.wikidata.org/prop/direct/P131', 6, 'http://www.wikidata.org/prop/direct/P159', 2, 'http://www.wikidata.org/prop/direct/P131', 6
'IXFF2LGU', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'MJO8NJ1D', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'MJO8NJ1D', '0', '2', 'http://www.wikidata.org/prop/direct/P1001'
'MJO8NJ1D', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'MJO8NJ1D', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'UUOAJ03E', '0', '1', 'http://www.wikidata.org/prop/P2044'
'UUOAJ03E', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'UUOAJ03E', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'UUOAJ03E', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'6BS86YH9', '0', '1', 'http://www.wikidata.org/prop/P2044'
'6BS86YH9', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'6BS86YH9', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'6BS86YH9', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'NG8WPNTR', '0', '1', 'http://www.wikidata.org/prop/P2044'
'NG8WPNTR', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'NG8WPNTR', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'NG8WPNTR', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'OV09QASV', '0', '1', 'http://www.wikidata.org/prop/P2044'
'OV09QASV', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'OV09QASV', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'OV09QASV', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'AYN7V4CV', '0', '1', 'http://www.wikidata.org/prop/P2044'
'AYN7V4CV', '0', '2', 'http://www.wikidata.org/prop/direct/P17'
'AYN7V4CV', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'AYN7V4CV', '0', '4', 'http://www.wikidata.org/prop/direct/P31'
'BCZPS92H', '0', '1', 'http://www.wikidata.org/prop/P1539'
'BCZPS92H', '0', '2', 'http://www.wikidata.org/prop/P1082'
'BCZPS92H', '0', '3', 'http://www.wikidata.org/prop/P1538'
'BCZPS92H', '0', '4', 'http://www.wikidata.org/prop/P1540'
'BQC2VIVV', '0', '1', 'http://www.wikidata.org/prop/P1539'
'BQC2VIVV', '0', '2', 'http://www.wikidata.org/prop/P1082'
'BQC2VIVV', '0', '3', 'http://www.wikidata.org/prop/P1538'
'BQC2VIVV', '0', '4', 'http://www.wikidata.org/prop/P1540'
'82S8TRSX', '0', '1', 'http://www.wikidata.org/prop/P1539'
'82S8TRSX', '0', '2', 'http://www.wikidata.org/prop/P1082'
'82S8TRSX', '0', '3', 'http://www.wikidata.org/prop/P1538'
'82S8TRSX', '0', '4', 'http://www.wikidata.org/prop/P1540'
'OX6C1051', '0', '1', 'http://www.wikidata.org/prop/P1539'
'OX6C1051', '0', '2', 'http://www.wikidata.org/prop/P1082'
'OX6C1051', '0', '3', 'http://www.wikidata.org/prop/P1538'
'OX6C1051', '0', '4', 'http://www.wikidata.org/prop/P1540'
'WCQ9S6XN', '0', '1', 'http://www.wikidata.org/prop/P1539'
'WCQ9S6XN', '0', '2', 'http://www.wikidata.org/prop/P1082'
'WCQ9S6XN', '0', '3', 'http://www.wikidata.org/prop/P1538'
'WCQ9S6XN', '0', '4', 'http://www.wikidata.org/prop/P1540'
'HT5YE506', '0', '1', 'http://www.wikidata.org/prop/direct/P421'
'HT5YE506', '0', '2', 'http://www.wikidata.org/prop/P2046'
'HT5YE506', '0', '3', 'http://www.wikidata.org/prop/direct/P131'
'PAK347WK', '0', '1', 'http://www.wikidata.org/prop/direct/P17'
'PAK347WK', '0', '2', 'http://www.wikidata.org/prop/direct/P36'
'PAK347WK', '0', '3', 'http://www.wikidata.org/prop/P2044', 3, 'http://www.wikidata.org/prop/P2044', 3, 'http://www.wikidata.org/prop/direct/P36', 1
'EFYUASME', '0', '1', 'http://www.wikidata.org/prop/P577', 3, 'http://www.wikidata.org/prop/P577', 3, 'http://www.wikidata.org/prop/P571', 1
'EFYUASME', '0', '2', 'http://www.wikidata.org/prop/direct/P136', 10, 'http://www.wikidata.org/prop/direct/P31', 1, 'http://www.wikidata.org/prop/direct/P136', 10, 'http://www.wikidata.org/prop/direct/P2670', 1
'EFYUASME', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'Z7WL80B3', '0', '1', 'http://www.wikidata.org/prop/P577', 5, 'http://www.wikidata.org/prop/direct/P361', 1, 'http://www.wikidata.org/prop/direct/P527', 1, 'http://www.wikidata.org/prop/P7117', 2, 'http://www.wikidata.org/prop/P7886', 2, 'http://www.wikidata.org/prop/P577', 5, 'http://www.wikidata.org/prop/direct/P179', 2
'Z7WL80B3', '0', '2', 'http://www.wikidata.org/prop/direct/P136', 3, 'http://www.wikidata.org/prop/direct/P31', 1, 'http://www.wikidata.org/prop/direct/P136', 3
'Z7WL80B3', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'UAMAV453', '0', '1', 'http://www.wikidata.org/prop/P577', 12, 'http://www.wikidata.org/prop/direct/P747', 8, 'http://www.wikidata.org/prop/direct/P361', 1, 'http://www.wikidata.org/prop/direct/P527', 1, 'http://www.wikidata.org/prop/P7117', 2, 'http://www.wikidata.org/prop/P7886', 2, 'http://www.wikidata.org/prop/P577', 12, 'http://www.wikidata.org/prop/direct/P179', 2, 'http://www.wikidata.org/prop/P1433', 1, 'http://www.wikidata.org/prop/direct/P1441', 2, 'http://www.wikidata.org/prop/direct/P1889', 2
'UAMAV453', '0', '2', 'http://www.wikidata.org/prop/direct/P136'
'UAMAV453', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'PPF8NOQX', '0', '1', 'http://www.wikidata.org/prop/direct/P747', 4, 'http://www.wikidata.org/prop/P577', 3, 'http://www.wikidata.org/prop/P1433', 1, 'http://www.wikidata.org/prop/direct/P747', 4
'PPF8NOQX', '0', '2', 'http://www.wikidata.org/prop/direct/P136'
'PPF8NOQX', '0', '3', 'http://www.wikidata.org/prop/direct/P31'
'F4YAPI3L', '0', '1', 'http://www.wikidata.org/prop/direct/P179', 5, 'http://www.wikidata.org/prop/direct/P527', 4, 'http://www.wikidata.org/prop/P577', 4, 'http://www.wikidata.org/prop/direct/P179', 5, 'http://www.wikidata.org/prop/direct/P1441', 1, 'http://www.wikidata.org/prop/direct/P1889', 1
'F4YAPI3L', '0', '2', 'http://www.wikidata.org/prop/direct/P136', 3, 'http://www.wikidata.org/prop/direct/P31', 1, 'http://www.wikidata.org/prop/direct/P136', 3
'F4YAPI3L', '0', '3', 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/direct/P31', 3, 'http://www.wikidata.org/prop/direct/P136', 1, 'http://www.wikidata.org/prop/direct/P291', 1
'6H8DBU63', '0', '1', 'http://www.wikidata.org/prop/direct/P4969'
'6H8DBU63', '0', '2', 'http://www.wikidata.org/prop/direct/P6216'
'6H8DBU63', '0', '3', 'http://www.wikidata.org/prop/direct/P144', 17, 'http://www.wikidata.org/prop/direct/P921', 1, 'http://www.wikidata.org/prop/direct/P941', 1, 'http://www.wikidata.org/prop/direct/P629', 2, 'http://www.wikidata.org/prop/direct/P144', 17, 'http://www.wikidata.org/prop/P3132', 1
'FKOUJ3PK', '0', '1', 'http://www.wikidata.org/prop/direct/P4969'
'FKOUJ3PK', '0', '2', 'http://www.wikidata.org/prop/direct/P6216'
'FKOUJ3PK', '0', '3', 'http://www.wikidata.org/prop/direct/P144', 34, 'http://www.wikidata.org/prop/direct/P144', 34, 'http://www.wikidata.org/prop/direct/P921', 1, 'http://www.wikidata.org/prop/P3132', 3, 'http://www.wikidata.org/prop/direct/P941', 1, 'http://www.wikidata.org/prop/direct/P629', 3, 'http://www.wikidata.org/prop/direct/P1441', 1
'ORZVUX45', '0', '1', 'http://www.wikidata.org/prop/direct/P4969', 7, 'http://www.wikidata.org/prop/direct/P747', 2, 'http://www.wikidata.org/prop/direct/P4969', 7, 'http://www.wikidata.org/prop/direct/P179', 2, 'http://www.wikidata.org/prop/direct/P629', 1, 'http://www.wikidata.org/prop/direct/P674', 1
'ORZVUX45', '0', '2', 'http://www.wikidata.org/prop/direct/P6216'
'ORZVUX45', '0', '3', 'http://www.wikidata.org/prop/direct/P629', 3, 'http://www.wikidata.org/prop/direct/P629', 3, 'http://www.wikidata.org/prop/direct/P144', 2, 'http://www.wikidata.org/prop/P3132', 3
'3DCE994V', '0', '1', 'http://www.wikidata.org/prop/direct/P1889', 188, 'http://www.wikidata.org/prop/direct/P747', 11, 'http://www.wikidata.org/prop/direct/P2550', 18, 'http://www.wikidata.org/prop/direct/P144', 148, 'http://www.wikidata.org/prop/direct/P4969', 136, 'http://www.wikidata.org/prop/P1476', 82, 'http://www.wikidata.org/prop/P1243', 6, 'http://www.wikidata.org/prop/direct/P921', 6, 'http://www.wikidata.org/prop/direct/P674', 2, 'http://www.wikidata.org/prop/direct/P1433', 9, 'http://www.wikidata.org/prop/direct/P1889', 188, 'http://www.wikidata.org/prop/direct/P629', 15, 'http://www.wikidata.org/prop/direct/P941', 6, 'http://www.wikidata.org/prop/direct/P1441', 2, 'http://www.wikidata.org/prop/direct/P5059', 6
'3DCE994V', '0', '2', 'http://www.wikidata.org/prop/direct/P6216', 6, 'http://www.wikidata.org/prop/direct/P6216', 6, 'http://www.wikidata.org/prop/direct/P275', 2
'3DCE994V', '0', '3', 'http://www.wikidata.org/prop/direct/P144', 129, 'http://www.wikidata.org/prop/direct/P144', 129, 'http://www.wikidata.org/prop/direct/P921', 4, 'http://www.wikidata.org/prop/direct/P1441', 3, 'http://www.wikidata.org/prop/direct/P941', 4, 'http://www.wikidata.org/prop/direct/P629', 10, 'http://www.wikidata.org/prop/P3132', 9
'09ESU22T', '0', '1', 'http://www.wikidata.org/prop/direct/P4969', 155, 'http://www.wikidata.org/prop/P1705', 1, 'http://www.wikidata.org/prop/direct/P747', 13, 'http://www.wikidata.org/prop/direct/P2550', 12, 'http://www.wikidata.org/prop/direct/P144', 150, 'http://www.wikidata.org/prop/direct/P4969', 155, 'http://www.wikidata.org/prop/P1476', 93, 'http://www.wikidata.org/prop/direct/P1889', 132, 'http://www.wikidata.org/prop/direct/P1433', 6, 'http://www.wikidata.org/prop/direct/P5059', 4, 'http://www.wikidata.org/prop/direct/P921', 4, 'http://www.wikidata.org/prop/P1243', 4, 'http://www.wikidata.org/prop/direct/P629', 16, 'http://www.wikidata.org/prop/direct/P941', 4, 'http://www.wikidata.org/prop/direct/P1441', 3, 'http://www.wikidata.org/prop/direct/P674', 4
'09ESU22T', '0', '2', 'http://www.wikidata.org/prop/direct/P6216'
'09ESU22T', '0', '3', 'http://www.wikidata.org/prop/direct/P144', 99, 'http://www.wikidata.org/prop/direct/P747', 1, 'http://www.wikidata.org/prop/direct/P144', 99, 'http://www.wikidata.org/prop/direct/P921', 2, 'http://www.wikidata.org/prop/P3132', 9, 'http://www.wikidata.org/prop/direct/P941', 2, 'http://www.wikidata.org/prop/direct/P629', 7, 'http://www.wikidata.org/prop/direct/P1441', 3
'LSP4JVDS', '0', '1', 'http://www.wikidata.org/prop/direct/P136'
'LSP4JVDS', '0', '2', 'http://www.wikidata.org/prop/direct/P750', 4, 'http://www.wikidata.org/prop/direct/P272', 1, 'http://www.wikidata.org/prop/direct/P750', 4
'LSP4JVDS', '0', '3', 'http://www.wikidata.org/prop/direct/P495'
'KEL94OVF', '0', '1', 'http://www.wikidata.org/prop/direct/P136'
'KEL94OVF', '0', '2', 'http://www.wikidata.org/prop/direct/P750'
'KEL94OVF', '0', '3', 'http://www.wikidata.org/prop/direct/P495'
'6Y45BAFM', '0', '1', 'http://www.wikidata.org/prop/direct/P136'
'6Y45BAFM', '0', '2', 'http://www.wikidata.org/prop/direct/P272', 3, 'http://www.wikidata.org/prop/direct/P272', 3, 'http://www.wikidata.org/prop/direct/P750', 3
'6Y45BAFM', '0', '3', 'http://www.wikidata.org/prop/direct/P495', 20, 'http://www.wikidata.org/prop/direct/P495', 20, 'http://www.wikidata.org/prop/direct/P27', 4
'D0GNXE3X', '0', '1', 'http://www.wikidata.org/prop/direct/P136'
'D0GNXE3X', '0', '2', 'http://www.wikidata.org/prop/direct/P750', 8, 'http://www.wikidata.org/prop/direct/P272', 2, 'http://www.wikidata.org/prop/direct/P750', 8
'D0GNXE3X', '0', '3', 'http://www.wikidata.org/prop/direct/P495'
'ID38Y0R7', '0', '1', 'http://www.wikidata.org/prop/direct/P136'
'ID38Y0R7', '0', '2', 'http://www.wikidata.org/prop/direct/P750'
'ID38Y0R7', '0', '3', 'http://www.wikidata.org/prop/direct/P495'
'18ERYPXY', '0', '1', 'http://www.wikidata.org/prop/direct/P31'
'18ERYPXY', '0', '2', 'http://www.wikidata.org/prop/direct/P6216'
